Emotion,EigenFace 1,EigenFace 2,EigenFace 3,EigenFace 4,EigenFace 5,EigenFace 6,EigenFace 7,EigenFace 8,EigenFace 9,EigenFace 10,EigenFace 11,EigenFace 12,EigenFace 13,EigenFace 14,EigenFace 15,EigenFace 16,EigenFace 17,EigenFace 18,EigenFace 19,EigenFace 20,EigenFace 21,EigenFace 22,EigenFace 23,EigenFace 24,EigenFace 25,EigenFace 26,EigenFace 27,EigenFace 28,EigenFace 29,EigenFace 30
happy,4198.21,-4172.47,-1995.29,3372.85,3673.51,1737.78,1425.32,1646.27,1551.68,897.186,26.9011,-240.612,863.023,114.296,174.495,344.587,-707.806,-1294.5,71.4193,-539.478,282.551,412.09,-174.517,800.697,-295.688,-209.758,-3.87182,626.154,-572.846,-414.171
happy,-1782.2,-3938.19,224.982,4147.61,3063.09,-2912.67,729.483,-3950.59,1291.81,730.139,789.127,-3060.76,3352.92,-340.02,2889.51,385.193,-585.079,-1207.9,1576.92,1598.85,1921.57,1513.1,-1099.05,-52.4708,160.49,1507.74,-2771.86,-768.282,-1101.68,470.267
happy,2158.97,-3563.25,1164.77,1346.36,2559.81,1361.65,2808.01,-4267.83,1604.08,-1903.29,1089.88,846.792,1741.07,1644.2,299.125,1542.85,-1016.63,-134.202,495.613,459.105,1100.3,612.78,918.639,-879.338,198.168,29.8684,-2424.2,-772.773,-878.958,726.848
happy,3012.61,-3949.02,698.07,3265.82,3270.78,209.441,1568.83,1848.11,-116.714,1933.38,1692.34,-1184.3,2615.35,-213.16,289.065,-914.32,1534.94,-1129.57,18.6059,-127.59,-648.202,161.867,-43.0931,112.633,-786.798,-309.166,303.817,1208.19,-760.141,-279.882
happy,6612.86,-4413.24,73.0208,335.632,284.131,2780.98,1379.69,467.828,-873.289,-142.631,-1392.09,25.2038,-85.2862,-1163.43,40.1686,-761.564,1507.72,370.915,-241.93,681.722,535.634,107.549,-531.467,686.187,-208.21,-886.832,130.481,-24.8075,887.407,459.419
happy,3795.96,-2222.08,-1709.82,3894.21,963.706,2208.39,1875.68,-1128.92,179.325,497.314,-295.363,1709.29,1107.09,401.146,64.6451,1580.05,266.587,487.365,-154.752,-309.859,-564.54,132.284,534.231,680.575,-1245.24,1069.6,461.745,299.599,-416.238,-220.543
happy,4152.89,-752.206,28.7805,4785.22,1953.65,1568.57,2049.47,-2406.21,-101.983,612.094,2400.67,-729.968,272.747,2071.68,1496.71,1313.71,-1365.09,994.552,300.264,472.163,-1732.22,47.8868,292.273,-974.539,153.837,-362.253,17.0952,-1305.46,11.0094,173.494
happy,-240.82,-2461.37,3353.2,-3943.45,3187.7,4379.91,1444.82,-4100.37,-1588.53,1191.48,-4552.87,335.661,-2292.19,1729.61,1058.27,-1755.54,2060.54,741.331,-2261.19,-168.356,164.875,156.481,1326.18,344.449,-296.926,490.856,-718.474,-771.895,1439.06,-1631.49
happy,4031.28,-3732.14,-1436.45,1431.27,546.758,1258.14,1007.17,776.137,1038.35,-231.915,-1279.81,1801.51,-380.405,-1108.58,-1403.79,-348.679,201.494,489.339,-1576.91,1382.93,-429.182,-754.774,379.354,-591.045,665.293,-17.3402,258.643,-222.846,66.7378,435.215
happy,4825.01,-3194.29,557.063,-375.508,889.389,2105.67,287.99,-3784.97,-1495.01,192.392,-10.8076,219.52,1219.6,1525.38,-772.849,-270.861,1867.76,-126.438,2.36518,402.737,2125.66,-2553.44,-1005.91,1453.6,792.386,790.523,1464.89,-173.373,-419.182,-192.754
happy,1174.41,-3535.24,4081.98,-1068.43,1807.93,-307.69,6032.15,-2206,-4478.56,1793.6,-2404.43,-889.113,-215.895,-199.437,1260.27,-170.835,-1353.68,-466.22,3310.03,-2717.22,-175.083,2508.44,-318.392,2946.11,-2850.61,-840.965,526.09,-728.511,565.353,-526.955
happy,2542.65,-3644.07,-2628.43,8155.22,1074.38,5089.05,2914.95,168.676,-2799.11,1169.83,563.795,557.45,1500.45,238.211,213.805,-2292.9,-731.823,-2844.93,781.676,147.475,-3222.93,800.687,-618.898,567.794,-464.935,838.917,-240.383,854.885,101.403,-1865.81
happy,1674.66,-799.115,-3588.03,6355.31,238.084,5017.79,3958.31,-1190.89,410.733,-1417.69,-395.118,636.96,-375.365,2288.59,-125.534,549.246,-2805.93,-1690.38,1010.59,-439.334,-1832.4,-1787.54,2041.89,-1488.67,-1468.61,884.265,450.194,-772.173,-1342.91,-349.986
happy,3461.72,-2078.03,-2019.17,-832.08,3968.4,6409.19,-4044.18,-1613.06,728.152,-2772.66,-672.23,-264.476,160.196,-503.177,-685.035,1737.61,2023.54,249.299,-592.039,879.385,-471.755,589.855,1566.25,-1358.17,1224.68,-46.4065,155.767,-121.403,676.371,-474.323
happy,4213.33,-767.953,-2746.88,3391.77,991.929,2190.31,1210.07,-2067.85,-4641.8,-1889.13,-1492.48,-957.01,479.97,2666.79,-1666.68,1530.35,-1456.72,2047.33,-1103.39,-1176.47,-304.053,47.141,267.09,-711.8,-443.807,-23.1737,821.507,-753.004,1463.67,-862.579
happy,1555.93,-2423.94,-2699.7,5634.38,1509.86,700.558,1945.63,299.939,624.898,-198.404,-1190.59,77.8293,196.026,-825.17,1147.32,3188,-534.17,-294.809,1122.32,657.604,322.99,1089.86,-121.667,-1317.04,-853.727,1441.81,-797.187,-139.813,-313.079,-459.518
happy,2087.51,-518.373,-2070.86,2810.52,2279.36,-127.174,830.009,-1986.15,-970.996,-726.653,-754.465,1402.33,-1583.74,986.579,-322.482,250.859,-1144.1,1488.24,-1107.13,422.935,-439.353,454.125,-423.134,-358.663,865.628,-332.582,-413.444,106.926,150.051,808.201
happy,1501.14,86.3774,-1142.53,2937.44,5700.91,788.706,1724.71,235.771,-146.412,386.486,194.378,-1218.32,-559.708,-1129.73,1157.48,1404.32,-569.65,-363.622,-5.71341,-159.721,1220.89,452.48,-1909.22,1893.52,-964.373,333.72,-120.405,26.0549,355.543,752.86
happy,5089.88,-1091.16,-2631.46,-581.991,2229.36,3206.4,-186.705,-756.363,79.5605,184.989,985.675,-154.412,1656.39,2506.64,538.317,1072.66,1207.68,466.515,-1456.08,38.9882,266.357,-610.664,-1099.31,-428.9,950.304,1999.32,214.317,-125.565,-222.626,-160.885
happy,3039.67,546.195,-924.705,1896.79,3972.48,3966.54,1064.59,835.508,1433.34,2238.56,948.065,-578.588,789.238,426.549,-425.051,1662.9,-4.63399,362.187,-1244.8,-1142.85,-527.101,-1446.91,96.2646,-624.532,595.377,-1391.21,360.018,357.515,523.456,-67.4988
happy,2182.94,-2525.6,-2481.5,3571.85,3263.43,-435.489,-784.529,289.01,-306.388,-3246.75,365.215,389.837,-100.283,-605.265,627.91,-280.5,-91.7787,-1855.77,607.122,1120.78,802.473,1035.01,-1265.23,770.911,-370.98,86.2086,-54.8007,867.086,-539.598,453.247
happy,2129.64,-1920.09,-512.883,2438.61,3760.51,-863.58,1790.54,-628.159,-2151.82,2519.76,1227.96,1230.99,50.0246,-1043.01,-31.7054,743.173,-1687.07,2535.68,-231.576,-855.409,581.111,22.5151,-516.427,173.509,464.822,-565.243,132.692,61.1906,-231.78,-920.018
happy,5872.4,-1036.58,511.076,-2202.3,-497.642,2248.78,132.457,-4757.1,507.807,740.924,-309.814,-3165.19,-751.513,2804.3,101.675,528.134,496.526,-31.9913,-183.003,2151.48,747.818,-836.402,997.306,-1346.59,117.155,-564.831,-482.936,203.72,-949.729,-511.473
happy,4476.83,-614.521,-1067.15,3713.94,-1213.63,1715.54,-844.6,-1955.62,-1352.93,-392.013,-922.35,1450.91,45.3396,1938.48,-284.841,45.3035,265.956,1397.09,-568.992,99.324,-710.441,-521.252,-76.5029,-124.007,784.972,341.163,492.171,-1025.83,394.061,-536.103
happy,5676.84,-1298.08,-1092.03,1407.97,-484.565,3802.76,-215.585,-2241.92,1836.04,1843.88,-869.205,-1294.2,970.246,1648.36,-84.2971,724.225,-31.5578,294.97,-24.5063,723.318,-1350.07,-1112.61,1688.84,-1182.67,110.07,-760.69,194.185,-1207.38,926.135,24.2131
happy,4082.58,-3697.92,-1196.71,4259.73,2778.74,2880.31,80.2273,-2856.28,-351.558,2077.63,80.5309,783.428,-19.358,-562.277,-41.4644,139.891,-988.499,451.825,-705.231,-1647.97,-307.671,-311.722,1644.8,-1340.63,-1000.57,294.526,-155.246,467.561,-428.738,524.961
happy,5282,-4503,-52.268,2802.93,-222.066,2434.04,-413.454,-1505.7,-1857.62,281.952,-474.315,1149.39,-136.424,-1145.42,546.61,-1697.35,1986.29,-156.609,-268.22,69.7018,631.772,-82.3269,658.358,438.308,-251.824,-360.67,1255.35,547.628,1222.24,-75.8874
happy,4698,-2308.28,-329.485,1919.04,-681.815,2372.21,1723.55,-2417.47,1370.74,-1892.97,876.157,-315.645,1016.21,529.651,767.792,1304.1,1354.14,385.589,-477.089,1076.65,579.989,1091.04,-42.201,362.932,-1594.3,515.941,-752.123,-713.991,396.844,403.018
happy,5082.88,-3390.51,-1937.14,2147.93,-244.796,1772.53,-531.708,-3350.85,-1297.52,734.149,-570.036,104.358,-891.538,1182.99,-947.718,331.027,524.99,1369.75,-1113.83,646.702,92.009,-543.318,603.45,-229.317,-512.415,-225.254,638.317,58.5386,848.525,-440.186
happy,4739.68,-1281.8,-1216.03,4309.24,-186.273,2046.81,-782.216,-1943.34,-129.186,-1233,-988.632,876.835,-773.379,494.791,2225.27,1846.82,-749.76,1.25466,-305.807,-313.679,39.9854,509.158,-849.062,1328.57,-32.7419,-1206.19,-855.948,151.712,56.9048,-13.4683
happy,4874.86,-595.018,-1686.04,2566.52,1191.73,3264.61,-1231.82,-2342.4,-156.742,588.348,577.059,31.4207,-2250.16,2114.35,0.848315,-433.332,-825.812,1107.35,316.683,599.005,-221.176,-1231.26,1509.5,-565.08,-20.4953,-719.942,-184.672,571.242,444.236,-705.472
happy,-2181.13,-3843.93,-122.095,3506.39,7364.24,231.087,-1785.3,1150.82,-1285.04,1144.25,-441.956,-60.1009,-1259.23,-2032.16,-199.38,-1455.63,668.089,-588.711,376.195,2413.17,617.495,766.837,-247.647,-1902.06,901.49,-985.206,-180.922,-655.855,-858.508,407.294
happy,3667.08,-3754.79,4476.64,-607.517,3855.06,221.454,2952.26,-184.429,-2200.02,-584.325,160.297,67.9409,2930.4,-463.055,1799.95,308.856,-1966.56,-648.886,660.525,1061.95,916.674,1292.92,1137.9,2318.39,-139.76,646.888,-493.015,702.456,814.784,174.715
happy,5604.21,-4731.54,-410.079,-3845.02,-488.43,1006.54,-884.853,806.802,-881.501,1958.92,-2450.83,1468.54,249.496,-737.505,-133.395,2522.45,83.3628,1022.88,750.058,1108.98,-1009.69,-1038.88,-773.461,-71.5275,1354.91,1074.8,604.724,1001.74,1282.56,924.175
happy,4676.16,-6279.94,282.304,-1741.4,428.267,-1749.34,-248.194,-3227.94,-1601.87,408.372,-1177.02,1252.41,441.847,-983.558,-1796.4,899.221,1045.44,-870.794,419.964,43.6975,-625.86,-811.744,-498.41,1390.58,705.059,329.235,1461.34,1191.35,1646.25,2951.55
happy,5574.69,-5025.94,-1446.64,-795.058,-304.903,-700.458,-131.486,-19.1164,-606.662,447.84,635.712,-573.246,708.327,-1915.58,-159.101,-1195.2,990.747,-375.53,-1297.53,219.05,-1164.73,81.3062,-1464.56,179.97,-43.3296,73.5873,86.0275,66.979,1040.98,556.816
happy,5903.49,-4660.26,-718.687,634.264,308.58,963.052,-304.454,937.97,-47.4118,832.761,-827.66,-719.023,1903.86,233.628,-614.612,-2260.01,1116.85,798.862,-181.845,-493.669,-414.081,-1081.34,-764.417,353.173,-336.83,462.753,-670.33,-1110.1,620.771,313.142
happy,3185.2,-6630.48,426.66,3033.12,1031.46,-1646.68,-991.614,669.902,-2321.58,-1066.56,-935.921,1010.55,1418.21,-450.254,-404.507,-2054.94,-447.861,-479.381,939.603,1157.13,290.751,602.187,383.128,-444.869,1184.95,-2749.36,-112.63,-589.475,-521.354,34.9016
happy,5355.65,-5812.15,-847.864,832.69,1953.17,1243.66,-1725.95,1395.98,-1223.78,-1545.95,-242.387,-136.571,1855.26,-1197.37,256.951,107.21,-218.646,3.33694,879.934,1836.87,343.265,1132.01,150.975,1509.64,342.48,426.38,139.393,-165.778,2093.31,-59.4611
happy,1729.66,-6352.05,3232.47,-5946.93,1692.48,-2522.1,-113.889,-1807.78,210.024,1453.84,-7.88777,-725.13,59.4068,-1107.15,2964.43,-2542.32,-1923.36,-2063.31,2760.21,-1164.81,-1503.4,-1062.82,-320.663,-935.356,-1050.49,367.367,623.073,883.888,1121.27,11.6945
happy,2217.35,468.876,-353.196,4421.86,3235.09,2129.59,-706.663,-2151.94,557.514,-369.187,905,385.308,264.203,2182.68,-326.973,1018.63,-1329.23,2188.96,1393.72,313.697,-1393.86,889.198,330.959,-1778.54,-168.097,1009.35,-845.808,-414.752,-1022.06,-172.323
happy,4234.23,-534.461,-1717.65,-141.342,-1444.62,1071.92,-2096.07,-1332.59,-1494.64,-415.885,1274.22,1368.99,-217.161,1510.88,-1180.09,-543.225,1516.82,944.453,474.405,1808.49,81.6796,-18.8421,978.121,-1355.06,-814.28,1521,23.4261,-468.429,416.194,-608.58
happy,-611.721,-1877.8,2127.1,-7429.45,7170.95,4554.38,1290.58,-835.326,-339.199,939.564,-550.03,-1200.47,-1022.57,1085.42,1480.59,50.6493,2301.31,-387.224,-1354.64,-28.3596,0.454414,-346.141,-1411.47,999.453,1339.36,1160.14,-98.9458,-1037.83,762.269,378.955
happy,4302.62,-5051.39,2110.94,-826.906,1136.05,202.173,1224.84,-5583.82,2003.21,-1576.94,299.442,-1514.46,2428.27,379.636,-92.8987,1089.27,-2082.03,-760.693,609.264,-181.735,1160.55,-526.791,-145.861,-18.6972,-1778.83,1335.4,1054.03,-590.602,301.515,1823.88
happy,4013.12,-1498.14,-1093.95,2464.56,838.032,1919.56,689.904,-1239.5,-84.7743,-168.46,-950.195,1658.05,807.744,1413.83,-1617.84,2145.76,-982.181,1205.8,-612.389,-45.8821,-1060.78,305.568,629.477,660.523,376.306,943.857,-16.2773,-264.564,-409.617,-24.7261
sad,-878.115,4037.07,5910.81,-830.145,987.829,845.97,-87.5984,489.336,193.379,-2606.9,-372.543,812.682,-589.856,-1113.99,-223.671,-1265.37,300.12,-1452.42,-1690.26,99.4435,1792.31,565.566,-1060.48,-1757.22,-1785.06,351.651,-1739.11,1193.58,416.466,2148.98
sad,-1345.82,2373.35,3538.57,5327.71,-1824.2,-462.689,1087.64,804.889,-907.783,1326.73,-1590.13,644.228,155.953,-830.994,2112.8,-191.384,591.397,87.4936,-1352.78,-1883.05,614.416,84.5917,724.035,-1517.41,1320.09,124.578,-164.545,-312.38,128.174,714.417
sad,2307.75,1498.8,-30.0653,-1443.37,-2835.23,2101.26,-1246.73,1386.44,-901.063,2065.91,-2586.1,743.868,-1429.83,-1349.46,595.047,-951.306,-2123.39,-278.289,-2487.4,-1293.94,1866.72,1289.72,-772.446,-577.023,371.531,-149.136,222.194,614.667,345.609,134.547
sad,-3215.64,1638.19,3403.61,-5132.18,-1215.46,994.443,3711.85,-957.332,-1048.03,-4396.87,1562.3,865.319,1374.14,541.946,-1402.8,-1871.95,-2545.5,379.544,904.503,-300.376,682.399,-946.213,969.124,-256.775,811.284,73.6292,220.846,1283.33,587.545,46.3377
sad,-2239.87,247.491,-1888.08,-1893.06,-2961.89,-401.227,-500.697,-2055.11,-5365.86,-1405.45,-629.554,-96.9553,969.025,-2564.88,-1579.11,2056.01,-1301.85,-2256.12,-337.676,-183.348,429.625,-2589.76,1780.55,462.897,963.731,1061.54,-2109.89,-1378.56,695.263,259.076
sad,-1405.65,3875.67,-895.145,498.204,1281.25,444.74,2306.12,1308.04,-2654.55,1430.91,3001.01,-292.954,-899.667,-1835.9,1091.41,885.433,-143.456,1279.56,182.981,43.7807,1275.08,-467.876,-519.232,-1777.93,1124.45,-799.084,1115.03,-305.944,-94.3236,-308.48
sad,-2911.64,1435.04,1623.01,-3916.53,1792.48,-1294.56,3208.32,546.414,-1676.7,-732.162,-1313.25,485.453,-86.3145,-975.547,862.586,-1717.49,-171.615,400.938,-464.215,-350.491,532.264,184.014,687.744,-1716.6,931.459,293.044,-168.443,-54.5711,49.6815,-231.439
sad,631.827,2060.72,-12.7065,-573.418,-51.5963,2005.29,2173.53,2378.89,766.031,268.407,1020.41,-1131.09,2324.3,858.03,106.029,182.156,248.719,-198.219,-1758.16,-1272.72,-269.314,-979.678,-125.936,-437.458,-451.759,-175.22,268.148,-423.223,-733.991,818.323
sad,-6222.27,6752.53,-3666.93,-92.3961,-1391.48,401.72,654.361,-1849.88,-6537.03,-2749.53,248.133,-3850.78,125.23,-2329.48,3065.13,133.876,-1194.58,-1717.37,-864.179,197.924,143.094,-1597.93,2903.06,100.219,-701.288,2437.59,-536.211,-2469.89,-25.7673,565.446
sad,119.631,4718.6,-1056.17,-70.0295,-448.738,949.883,1592.89,-1086.74,-2215.94,1206.67,4102.02,-1399.15,871.858,570.786,-1116.9,-53.4779,-43.3381,2311.18,-692.223,-1264.86,1860.74,325.315,1054.57,926.746,200.387,254.162,-205.714,138.77,-196.042,-7.37745
sad,-310.314,6548.99,-305.118,-1096.51,2691.71,1636.42,123.751,747.205,222.655,-181.791,1148.03,-1511.81,-506.86,-451.863,679.767,1172.21,-654.662,-226.569,-2015.03,-39.5057,1626.74,583.145,-241.221,1499.09,1109.04,-1781.48,-484.691,-682.457,1711.53,989.197
sad,-1427.81,5604.3,-109.077,-978.323,2206.3,2058.67,-419.208,1357.08,1072.87,2178.05,818.211,-1385.52,1353.07,-541.884,-210.572,-50.5603,17.8026,-313.065,648.956,-921.244,930.292,-572.978,2.4855,-510.97,480.669,-2072.25,-520.059,797.103,460.291,96.444
sad,831.355,1931.6,-996.89,1800.98,-2432.95,929.076,-1200.12,-1285.01,-1926.57,213.885,106.423,473.524,1097.65,-1059.82,-529.155,-1790.52,-335.814,-1173.58,414.393,-1336.79,1643.83,374.272,2636.91,-85.6873,-1476.66,858.065,-273.56,1315.52,-108.775,532.131
sad,607.635,2408.37,-1337.2,2005.18,-1541.8,2127.74,-1102.09,-881.847,-1530.91,-101.278,485.457,629.496,-1712.82,-567.35,1577.56,-2465.58,-1401.57,-1440.33,-846.766,957.287,1570.94,-309.6,932.481,-217.631,237.623,-945.547,21.9406,1673.31,973.188,-18.6174
sad,-1567.4,4992.27,-1742.94,-1299.03,2401.72,1195.45,97.8367,-664.443,-4317.49,1754.19,2748.3,-2656.18,-612.176,80.2362,728.152,533.916,-957.741,1442.74,-248.935,-1926,1890.28,-938.431,-167.968,-199.062,52.0515,-561.875,-361.112,698.352,-435.176,-51.6798
sad,-494.434,3092.9,-1604.72,744.291,-1460.93,-534.471,-1429.72,580.82,-1182.25,-163.085,-3056.56,44.7478,929.309,-614.801,-84.2405,410.934,-1165.05,-966.569,-2062.74,-1230.54,334.311,535.815,-277.139,-159.881,-22.3147,-900.429,-652.418,-127.043,869.371,-127.534
sad,-3661.49,-1245.39,2887.02,-1219.57,1441.68,638.269,2458.38,2311.35,-1707.11,-1017.36,1494.54,-2666.19,1178.03,-71.5395,1469.34,2984.08,506.498,-656.137,-45.3007,-1052.25,1044.15,-1263.72,1759.81,220.667,685.58,-508.329,1206.31,1268.11,1299.53,-18.5541
sad,-858.525,1582.36,-1099.62,2509.97,1137.5,-1004.19,171.503,2860.06,191.059,-177.704,-169.181,227.02,1149.51,711.684,78.9751,-28.4073,941.365,402.869,-1202.61,-3392.39,2328.4,-875.181,404.313,-562.499,-1243.69,-376.256,-706.476,-199.425,3.99284,131.537
sad,-2795.75,2045.15,-1348.57,922.525,288.205,-575.445,-628.365,1729.05,-1380.26,-1364.02,1719.39,688.695,734.748,-419.208,1052.75,-635.032,-2394.65,-381.095,-268.215,792.632,1515.41,657.394,-519.957,-415.508,1518.43,-188.85,293.728,109.708,719.568,1329.42
sad,-555.681,3473.54,-807.457,1561.56,1778.83,475.829,40.4765,3284.68,554.013,-1759.93,493.58,292.116,486.103,120.331,982.497,1413.37,79.2889,-43.7714,-304.774,-1124.9,-978.794,-1090.54,-81.8436,-620.943,-395.212,907.309,1520.09,274.765,233.093,824.839
sad,-4650.14,221.489,2729.75,-7749.79,4579.71,4571,1572.43,1010.59,-1843.05,-290.505,199.848,-2549.64,1227.97,-640.556,278.897,-689.195,-78.3022,-487.829,-602.763,-1207.51,1741.64,1027.86,-1287.29,166.762,1074.6,445.838,-239.462,65.3958,-933.964,-601.994
sad,-294.273,2115.72,1272.72,-2439.17,-249.854,-2515.28,2089.64,-3107.89,2529.93,-529.155,2471.6,-1933.46,1964.54,-535.572,-1471.43,-981.85,-3316.98,-417.957,-1280.24,-380.4,760.085,1158.05,331.751,-909.089,44.1594,532.94,421.863,1929.95,45.1702,464.547
sad,-4212.13,2310.45,-1424.04,-1386.7,1094.77,-1064.11,922.402,841.849,279.132,409.938,1268.61,-278.144,1211.85,-1765.98,1660.11,425.643,-1525.07,166.92,-723.248,2046.03,467.267,-359.572,-30.8909,-50.9502,-282.321,667.444,-254.572,418.732,-130.325,-224.831
sad,-2583.8,213.691,6101.87,3401.86,-2680.73,-558.432,2029.31,335.448,-1387.71,825.438,752.627,-1123.69,846.472,743.55,3582.02,1582.56,-984.654,-272.636,-2211.3,-1162.99,275.125,-364.877,604.853,-1287.63,536.502,190.64,643.306,1188.58,-432.256,279.876
sad,987.712,-1619.85,5257.93,1728.88,-1831.74,1271.05,-28.8598,2473.88,-215.678,-523.98,-379.778,793.721,1318.23,-594.345,1301.09,-593.664,-989.12,-808.067,-2482.87,-322.226,-1609.72,-3702.11,1158.1,-622.978,3164.3,-171.187,-1295.49,1356.28,-2020.92,-108.054
sad,1310.88,3736.78,9465.82,1539.64,1551.24,-1074.24,-3142.32,-2388.35,1566.33,-132.309,-466.09,-1166.08,-114.875,218.166,-815.741,-908.215,-922.89,387.367,-538.811,-837.822,89.8262,730.498,-95.5287,1794.65,-1298.6,446.383,935.785,-935.549,904.825,29.9515
sad,-1569.12,2077.7,9224.11,1830.85,-339.251,1191.55,-3019.17,654.827,-373.849,-1672.18,564.926,-1402.17,603.513,-267.095,-1720.58,296.462,-188.052,-106.868,-46.6388,-2299.9,-1316.63,57.652,-1694.21,934.043,240.128,865.431,746.233,-110.191,104.373,-620.925
sad,-126.38,129.382,9344.08,-745.782,-784.969,2977.08,-2870.55,3188.74,-254.792,-1430.42,1235.17,-2353.89,-256.443,-1296.13,-994.286,440.656,-843.043,136.15,-1287.23,-1055.77,198.276,755.544,-1236.32,-654.29,222.06,140.334,495.026,-1690.45,191.312,-215.831
surprise,-2501.43,1327.89,3948.81,-1046.73,226.821,-1124.11,-2373.65,-4651.37,211.339,1052.76,1893.8,2589.47,1369.34,-3576.21,-1231.4,1860.08,-965.061,-170.378,-1478.3,547.048,199.475,-2848.47,331.443,1105.45,-1059.15,-238.38,-354.517,-139.452,-1198.88,-2525.68
surprise,-4570.47,790.314,5546.2,2208.29,1138.72,162.979,-1271.68,684.911,2080.51,-1168.77,-1281.85,522.711,-1826.05,-1676.29,-668.51,878.396,2397.04,70.3197,-338.049,297.776,1433.04,-282.611,-911.415,-1361.78,-3097.18,429.611,-1687.38,-617.624,54.6064,1123.63
surprise,-2074.34,2261.1,3320.74,2782.79,-5839.62,221.778,-385.474,-3106.15,-2206.57,2494.41,-1090.41,-304.228,1208.34,-1063.46,1332.39,1448.96,2033.65,-133.229,114.802,705.538,371.827,919.183,-467.775,79.6435,71.6766,253.877,730.88,-761.215,-653.464,-1242.11
surprise,-5807.35,-4428.58,-494.487,-778.95,-4067.92,-499.918,-290.697,835.628,-1774.55,966.265,-284.367,-1889.27,-590.865,1306.81,-954.668,-769.99,-21.3897,179.731,-1187.66,-70.3764,-132.977,586.97,-263.236,-919.353,66.0129,-149.515,-439.306,541.201,-2.75846,-682.389
surprise,-2360.72,-1544.55,-747.617,-236.342,-3928.87,1185.84,-1253.08,512.325,1263.6,1464.49,-1648.84,-14.862,-718.468,-1304,1476.91,96.8372,-881.074,1871.23,-1406.18,227.667,-529.855,-165.376,-1056.84,101.032,-1829.01,-337.858,-373.371,-7.95851,-1078,-1750.96
surprise,-3987.87,37.2938,-135.03,1575.58,-484.455,-189.927,-246.126,1908.22,-609.645,65.4449,748.309,-308.158,217.517,705.733,129.307,2493.32,-477.332,-58.1473,268.225,-845.043,1285.93,-770.635,-343.859,-1872.89,-1974.02,509.175,438.957,359.165,138.151,-993.972
surprise,-8661.5,218.437,-1747.37,-554.629,-4894.26,2867.27,2221.92,-307.22,-1905.15,-1376.29,-1350.42,-2874.28,2327.29,-579.234,370.399,92.1085,-1253.49,-1617.31,-158.832,1111.43,-1824.92,862.596,781.685,-347.916,-1119.49,711.198,282.796,-10.6684,-1651.92,313.489
surprise,-9007.13,-1995.99,860.123,2330.99,-3645.3,1970.84,7.46116,-39.3247,803.222,1235.19,-219.671,50.2313,-161.628,-187.729,1241.06,-103.549,360.037,545.596,-266.542,1161.03,-298.969,384.276,-1206.33,1421.44,-448.595,-306.02,-15.9437,389.017,-108.765,776.018
surprise,-8485.45,-2114.81,1549.64,-106.808,-3227.63,1550.76,1359.42,-1466.88,1052.3,-1358.68,-599.891,2668.5,1836.08,-55.7965,-520.476,-200.058,1154.96,199.358,402.294,-733.746,-1149.48,2621.44,384.639,-355.259,-40.6718,-527.942,1313.43,429.892,-600.509,-16.6431
surprise,-8734.17,-3784.16,1885.63,-2180.52,771.61,-844.227,1226.81,883.201,-1460.06,-1024.58,-83.7202,1590.24,-1402.94,1610.83,-2597.47,-414.982,777.191,-1528.66,932.094,-790.561,936.585,-1184.67,-18.4013,-326.861,-732.073,778.465,-251.246,-671.987,2174,-32.4452
surprise,-5410.93,1489.12,3054.78,1376.1,-1777.65,1829.49,2390.5,4170.16,-1164.86,1148.34,1605.99,-244.234,30.5094,-888.3,-2057.15,851.885,-395.041,985.429,219.691,31.0391,1445.28,436.937,-2192.14,-983.183,-540.109,-796.461,708.95,1098.28,233.299,-906.211
surprise,-6584.77,-4010.85,-1410.99,916.726,-3601.21,773.747,63.1446,579.708,-939.694,-301.811,-1543.18,439.719,535.638,-144.14,-2027.98,1530.5,-344.884,-1133.87,638.301,552.602,-899.643,-1385.93,442.032,148.208,1707.01,-939.335,-2386.74,-449.552,241.958,-267.152
surprise,-7090.59,-1190.25,-2540.06,-1446.63,830.122,1618.78,-3223.04,-936.188,-51.4516,-187.547,1094.44,1286.74,-774.353,2629.17,-428.948,-1094.75,-334.257,788.412,617.218,-1462.57,457.879,98.1251,2141.88,944.279,295.05,408.691,-231.034,757.489,-1084.62,380.634
surprise,-3259.02,-3794.46,-1197.52,-1742.76,-849.838,-687.763,604.078,118.675,621.111,-1375.45,480.943,276.479,2141.63,790.185,1995.49,2485.25,964.783,-3819.42,-373.527,1058.12,990.879,-599.511,290.142,-2133.63,1317.57,108.16,-41.0763,-79.6517,527.594,-521.046
surprise,-7162.94,-2330.69,-643.795,-2015.35,-1589.7,1380.97,1190.9,1966.02,-1485.2,616.175,1022.41,2134.46,262.431,-344.985,-529.953,924.576,-329.952,-79.4968,-660.057,-573.266,852.774,75.4668,-94.9014,-324.232,-116.601,105.162,-1000.59,707.938,877.068,-954.543
surprise,-8275.22,-2640.15,-1899.96,-1749.36,-933.187,393.564,-1076.32,-1203.24,1642.81,-870.859,-176.161,581.671,1476.03,887.69,-115.806,-1276.6,444.021,297.263,-67.5368,-146.777,164.405,-733.319,-572.998,547.111,-46.566,-249.574,-5.96785,-581.263,-1653.91,86.1331
